0.12.04.13,26,5.09897674419,5.16468468468,4.92888888889,2.156,2.2762962963,7.49333333333,6.52044444444
1.12.04.13,14,5.24182352941,5.37107526882,5.24824561404,2.24615384615,2.80380952381,7.44444444444,6.67416666667
2.12.04.13,9,5.08597938144,5.10842105263,4.78,2.30545454545,2.7275,7.544,6.71176470588
3.12.04.13,11,5.36730769231,5.6648,5.68914285714,2.08333333333,2.30857142857,7.33,6.53428571429
4.12.04.13,10,5.06454545455,5.09122807018,4.77066666667,2.216,2.53384615385,7.21333333333,6.48117647059
5.12.04.13,8,5.11344444444,5.24244444444,5.08941176471,2.08,2.36909090909,7.11,6.39043478261
6.12.04.13,12,5.35852459016,5.64184615385,5.63534883721,2.24,2.76363636364,7.45428571429,6.6225
7.12.04.13,22,4.80152466368,4.59306451613,3.95013333333,1.80157894737,2.05162790698,7.24,6.50125
8.12.04.13,39,4.8172899729,4.67431034483,4.38553672316,2.25582089552,2.77474747475,7.35272727273,6.43
9.12.04.13,41,4.74422273782,4.53164750958,3.8503164557,1.95538461538,2.42240384615,7.51846153846,6.60037037037
10.12.04.13,35,5.02218562874,4.99395939086,4.76890510949,2.10133333333,2.48098360656,7.38375,6.60526315789
11.12.04.13,28,5.14478688525,5.19955307263,5.02688,2.19875,2.76039215686,7.40625,6.58891891892
12.12.04.13,28,5.07527896996,5.10426470588,4.97154639175,2.27931034483,2.73317073171,7.2925,6.61035714286
13.12.04.13,21,5.1420441989,5.2214953271,5.04202898551,2.30727272727,2.60714285714,7.50333333333,6.70487804878
14.12.04.13,28,5.1152887538,5.1527027027,4.9824,2.19414634146,2.50588235294,7.41428571429,6.68918918919
15.12.04.13,27,5.01883561644,4.97192546584,4.74144144144,2.04923076923,2.39836734694,7.45111111111,6.59322580645
16.12.04.13,29,5.23686192469,5.38984732824,5.26038961039,2.16235294118,2.69192307692,7.40666666667,6.56980392157
17.12.04.13,24,5.29370833333,5.56413793103,5.60573529412,2.13454545455,2.71588235294,7.21090909091,6.56901960784
18.12.04.13,18,5.22622222222,5.35242105263,5.234,2.195,2.35888888889,7.2,6.46619047619
19.12.04.13,24,5.06341463415,5.07058823529,4.70837837838,2.12434782609,2.63714285714,7.28,6.56717948718
20.12.04.13,26,5.14420454545,5.20578947368,5.02140625,2.15666666667,2.5512,7.22857142857,6.60487179487
21.12.04.13,14,5.20901639344,5.30246575342,5.18045454545,2.06833333333,2.415,7.4,6.76071428571
22.12.04.13,19,5.17201438849,5.23025316456,4.965625,2.31,2.683,7.29428571429,6.59607142857
23.12.04.13,22,5.26782258065,5.35423076923,5.29666666667,2.24285714286,2.65894736842,7.55166666667,6.8628125
0.11.04.13,23,5.20274368231,5.38014925373,5.23448275862,2.28823529412,2.858,7.14545454545,6.48526315789
1.11.04.13,16,5.30587628866,5.62863636364,5.64736842105,2.12222222222,2.60307692308,7.13818181818,6.54681818182
2.11.04.13,25,5.26428571429,5.508671875,5.48058823529,2.11777777778,2.48652173913,7.31375,6.59129032258
3.11.04.13,28,5.24938718663,5.47109289617,5.3943220339,2.21,2.68944444444,7.23764705882,6.58182926829
4.11.04.13,11,5.34880597015,5.64875,5.58210526316,2.22857142857,2.56666666667,7.14,6.51793103448
5.11.04.13,20,5.27330645161,5.46917293233,5.37974683544,2.19904761905,2.25,7.40833333333,6.58771929825
6.11.04.13,29,5.3530877193,5.77336,5.82743902439,2.21,2.60285714286,7.24571428571,6.49132352941
7.11.04.13,20,5.37273148148,5.72392523364,5.74926829268,2.24333333333,2.60117647059,7.26705882353,6.57261538462
8.11.04.13,20,5.32862204724,5.61976377953,5.61814814815,2.14153846154,2.61157894737,7.34384615385,6.53951612903
9.11.04.13,25,5.23794676806,5.39671428571,5.29729166667,2.09047619048,2.56137931034,7.20363636364,6.48149253731
10.11.04.13,30,5.32439862543,5.53253164557,5.51941747573,2.50086956522,2.72965517241,7.38666666667,6.6127027027
11.11.04.13,28,5.33727659574,5.56992125984,5.54708860759,2.20833333333,2.79523809524,7.398,6.54344827586
12.11.04.13,29,5.16119533528,5.27084848485,5.12738317757,2.28709677419,2.56,7.24444444444,6.59985294118
13.11.04.13,33,5.15726973684,5.29506944444,5.11370786517,2.12,2.54,7.25833333333,6.55859649123
14.11.04.13,27,5.26759398496,5.4528057554,5.35422222222,2.09727272727,2.33769230769,7.33,6.5796875
15.11.04.13,32,5.26562146893,5.51512048193,5.43165048544,2.15090909091,2.53466666667,7.26095238095,6.62219178082
16.11.04.13,56,4.88957823129,4.73712765957,4.16829059829,2.27297709924,2.34333333333,7.25244444444,6.79166666667
17.11.04.13,38,5.20640703518,5.34529126214,5.21952054795,2.23945945946,2.64078431373,7.22090909091,6.60389473684
18.11.04.13,33,5.34485013624,5.58635897436,5.54913385827,2.2112,2.58941176471,7.37652173913,6.6311827957
19.11.04.13,21,5.13781990521,5.21894736842,5.03884057971,2.20173913043,2.3272,7.27818181818,6.57954545455
20.11.04.13,22,5.23004081633,5.35748148148,5.23648648649,2.116,2.65333333333,7.126,6.4764
