"war"	4.2	1.01980390271856
"tortured"	4.18181818181818	1.38577077148583
"death"	4.18	1.21144541767262
"killer"	4.11363636363636	1.36614782501369
"murdered"	4.06	1.10290525431698
"torture"	3.94	1.173200750085
"jail"	3.9	1.0816653826392
"killin"	3.80851063829787	1.35494447015631
"dying"	3.78723404255319	1.30920329689049
"fatal"	3.68	1.15654658358408
"died"	3.66	1.33581435835972
"earthquake"	3.64	1.30782261794175
"bombing"	3.48	1.49986666074021
"surgery"	3.4468085106383	1.51150199424572
"violent"	3.44	1.35882302011704
"deadly"	3.42553191489362	1.43629176421723
"holocaust"	3.38	1.54777259311567
"emergency"	3.27659574468085	1.37513182863031
"scary"	3.26	1.42562267097574
"unemployment"	3.24	1.4361058456813
"failure"	3.24	1.19264412127005
"monsters"	3.2	1.42828568570857
"pistol"	3.18	1.33701159306866
"monster"	3.18	1.39556440195356
"slap"	3.11363636363636	1.28991493554678
"loss"	3.06	1.37709839880816
"infection"	3.04	1.26427845034233
"fire"	3.02	1.40698258695692
"needles"	3.02	1.12231902772786
"damages"	3.02	1.14
"crashing"	2.96	1.38506317545446
"panic"	2.95744680851064	1.36372360139717
"bugs"	2.95454545454545	1.35534670405928
"missing"	2.94	1.173200750085
"temper"	2.94	1.25554768925756
"prisoners"	2.94	1.44789502381906
"fraud"	2.9	1.38924439894498
"trapped"	2.87234042553191	1.59610377731099
"weapons"	2.87234042553191	1.39706928500177
"devil"	2.86	1.66144515407521
"recession"	2.85106382978723	1.37000214886889
"aids"	2.84090909090909	1.53866398280813
"hurting"	2.84	1.23870900537616
"fought"	2.8	1.24899959967968
"flights"	2.74468085106383	1.32088555209253
"poverty"	2.74	1.2459534501738
"blast"	2.72340425531915	1.57262564559043
"burnin"	2.7	1.41774468787578
"suffering"	2.7	1.41774468787578
"mortality"	2.7	1.31529464379659
"cemetery"	2.7	1.26885775404495
"betray"	2.7	1.26885775404495
"mortal"	2.68181818181818	1.31697008997216
"flames"	2.68	1.19063008529098
"nervous"	2.66	1.08830142883302
"confrontation"	2.66	1.17660528640662
"violations"	2.66	1.25872951820477
"lies"	2.66	1.06976632962531
"vengeance"	2.64	1.29243955371228
"hurts"	2.64	1.26111062163476
"difficult"	2.64	1.09105453575887
"dread"	2.63829787234043	1.38972134935565
"diagnosis"	2.62	1.24723694621351
"pollution"	2.6	1.2328828005938
"motherfucker"	2.6	1.50996688705415
"anger"	2.6	1.26491106406735
"screamed"	2.6	1.34164078649987
"smoking"	2.59574468085106	1.52144199400342
"broke"	2.58	1.28202964084299
"suspended"	2.57446808510638	1.38951341203506
"bleed"	2.56	1.15169440391104
"hate"	2.56	1.28312119458764
"resignation"	2.56	1.26743836142039
"mad"	2.56	1.26743836142039
"sting"	2.56	1.23547561691844
"depressed"	2.5531914893617	1.38882006278477
"prosecutor"	2.5531914893617	1.17287240458278
"graves"	2.54	1.35955875194859
"loneliness"	2.54	1.25235777635626
"baghdad"	2.52272727272727	1.26521543528006
"gore"	2.52	1.25283678106927
"allegations"	2.5	1.02469507659596
"abnormal"	2.5	1.39805059083906
"pirate"	2.5	1.33041346956501
"hangover"	2.48	1.29984614474175
"penalties"	2.48	1.18726576637247
"charges"	2.47727272727273	1.31014219724798
"pirates"	2.46	1.26822710899902
"slipped"	2.4468085106383	1.25130370356459
"hates"	2.4468085106383	1.10694870099728
"risk"	2.4468085106383	1.19920864910422
"desperation"	2.44	1.02293694820355
"boss"	2.44	1.08
"angry"	2.42	1.18473625756959
"wolves"	2.42	1.28202964084299
"slaves"	2.40425531914894	1.29549166067659
"isolated"	2.40425531914894	1.21059187401692
"fury"	2.4	1.2328828005938
"offensive"	2.38636363636364	1.16004255213541
"aching"	2.38297872340426	1.17113836393084
"burnt"	2.38297872340426	1.25870211921543
"anxious"	2.38	1.23109707172099
"bitch"	2.38	1.23109707172099
"bear"	2.38	1.23109707172099
"cage"	2.36170212765957	1.30470782340519
"guilty"	2.36170212765957	1.16697770867305
"burst"	2.36	1.27687117596099
"sinner"	2.34042553191489	1.19847753447589
"saddened"	2.34042553191489	1.1805910422979
"tensions"	2.34	1.17660528640662
"kick"	2.32	1.1737120600897
"rebels"	2.31914893617021	1.21137928714062
"screwed"	2.31914893617021	1.21137928714062
"blind"	2.3	1.33041346956501
"tobacco"	2.3	1.28452325786651
"police"	2.3	1.15325625946708
"dislike"	2.3	1.15325625946708
"lonesome"	2.29787234042553	1.18851079551688
"argue"	2.28	1.09617516848358
"rotting"	2.28	1.1838918869559
"disrespect"	2.27659574468085	1.18294648076405
"fuckin"	2.27659574468085	1.23572729629969
"cliff"	2.27659574468085	1.28634424835976
"obsession"	2.26	1.22979673117146
"accused"	2.26	1.26190332434779
"sadness"	2.26	1.27765410029476
"insecure"	2.26	1.33880543769436
"liability"	2.26	0.975909831900468
"financial"	2.25531914893617	1.23002420958602
"naked"	2.25	1.46551263137759
"tension"	2.24	1.20929731662648
"sentenced"	2.24	1.32
"acid"	2.24	1.04995237987253
"mold"	2.24	1.22572427568357
"age"	2.23404255319149	1.15230965266004
"retarded"	2.23404255319149	1.22394048122078
"shaking"	2.22727272727273	1.2207509605109
"conviction"	2.22	1.38982013224734
"syndrome"	2.22	1.18810773922233
"fake"	2.21276595744681	1.23482281260074
"medical"	2.20454545454545	1.21167777701491
"hypnotized"	2.19148936170213	1.35961389223142
"negative"	2.18181818181818	1.12398213407331
"blizzard"	2.18	1.05242576935383
"collide"	2.18	1.12587743560301
"alien"	2.18	1.30675169791357
"criticized"	2.16	1.02683981223948
